nq,c,nch
fq,c,nch
nq,c,ch,
nq,c,ch,
fq,c,ch
nq,i
nq,i
gq,
nq,i
nq,c,ch
nq,i,
nq,c,ch,
nq,c,nch
nq,i
nq,i
nq,i,
nq,c,ch
nq,c,ch,
nq,i,
nq,i
nq,i
nq,i
nq,c,ch,
nq,c,ch
nq,c,ch
iq,
iq,
nq,c,nch,
nq,c,ch,g
